Ind,authors,title,year,is_cited_own_paper,is_of_interest
1308,M. Khodas; A. M. Tsvelik,Influence of Thermal Fluctuations of Spin Density Wave Order Parameter  on the Quasiparticle Spectral Function,2010,False,False
1309,Philippe Mendels; Fabrice Bert,Quantum Kagome antiferromagnet ZnCu3(OH)6Cl2,2010,False,False
1310,Tao Li,Metal-insulator transition in quarter-filled Hubbard model on triangular  lattice and its implication for the physics of $Na_{0.5}CoO_{2}$,2010,False,False
1311,Satoshi Nishimoto; Masaaki Nakamura; Aroon O'Brien; Peter Fulde,Metal-insulator transition of the Kagome lattice fermions at 1/3 filling,2010,False,False
1312,Eric Ressouche; Virginie Simonet; Benjamin Canals; Marin Gospodinov; Vassil Skumryev,Magnetic frustration in an iron based Cairo pentagonal lattice,2010,False,False
1313,S. El Shawish; O. Cepas; S. Miyashita,Electron spin resonance in S=1/2 antiferromagnets at high temperature,2010,False,False
1314,O. Volkova; I. Morozov; V. Shutov; E. Lapsheva; P. Sindzingre; O. Cepas; M. Yehia; V. Kataev; R. Klingeler; B. Büchner; A. Vasiliev,The incarnation of the Nersesyan-Tsvelik model in (NO)[Cu(NO3)3],2010,False,False
1315,J. Custers; P. Gegenwart; C. Geibel; F. Steglich; P. Coleman; S. Paschen,Evidence for a Non-Fermi-Liquid Phase in Ge-Substituted YbRh2Si2,2010,False,False
1316,Jim Long Her; Yasuhiro H. Matsuda; Motohiro Nakano; Yasuhiro Niwa; Yasuhiro Inada,Magnetic-field-induced spin-crossover transition in  [Mn$^{\textrm{III}}$(taa)] studied by X-ray absorption spectroscopy,2010,False,False
1317,Emanuel Gull; David R. Reichman; Andrew J. Millis,Bold Line Diagrammatic Monte Carlo Method: General formulation and  application to expansion around the Non-Crossing Approximation,2010,False,False
1318,P. A. Bhobe; A. Chainani; M. Taguchi; T. Takeuchi; R. Eguchi; M. Matsunami; K. Ishizaka; Y. Takata; M. Oura; Y. Senba; H. Ohashi; Y. Nishino; M. Yabashi; K. Tamasaku; T. Ishikawa; K. Takenaka; H. Takagi; S. Shin,Evidence for a correlated insulator to antiferromagnetic metal  transition in CrN,2010,False,False
1319,Nicholas P. Butch; M. Brian Maple,The suppression of hidden order and onset of ferromagnetism in URu2Si2  via Re substitution,2010,False,False
1320,Maxim Kharitonov,Interaction-enhanced magnetically ordered insulating state at the edge  of a two-dimensional topological insulator,2010,False,False
1321,J. M. P. Carmelo,d-wave superconductivity in the virtual-electron pair quantum liquid,2010,False,False
1322,S. Chu; T. M. McQueen; R. Chisnell; D. E. Freedman; P. Müller; Y. S. Lee; D. G. Nocera,A Cu2+ (S = 1/2) Kagomé Antiferromagnet: MgxCu4-x(OH)6Cl2,2010,False,False
1323,V. N. Glazkov; A. I. Smirnov; R. M. Eremina; G. Dhalenne; A. Revcolevschi,Magnetic Resonance of Spin Clusters and Triplet Excitations in a  Spin-Peierls Magnet with Impurities,2001,False,False
1324,P. Brune; G. I. Japaridze; A. P. Kampf; M. Sekania,Phase diagram and optical conductivity of the ionic Hubbard model,2001,False,False
1325,R. Citro; E. Orignac,Effects of anisotropic spin-exchange interactions in spin ladders,2001,False,False
1326,Synge Todo; Munehisa Matsumoto; Chitoshi Yasuda; Hajime Takayama,Plaquette-singlet solid state and topological hidden order in spin-1  antiferromagnetic Heisenberg ladder,2001,False,False
1327,Jozef Spalek; Adam Rycerz,Electron localization in one dimension obtained from combined exact  diagonalization - ab initio approach,2001,False,False
1328,Alexander O. Gogolin; Andrei Komnik,Field emission from Luttinger liquids and single-wall carbon nanotubes,2001,False,False
1329,Mark Auslender; Eugene Kogan,Ferromagnetic transition in a double-exchange system with alloy disorder,2001,False,False
1330,A. M. Shvaika,An analytical strong coupling approach in dynamical mean-field theory,2001,False,False
1331,S. V. Kravchenko; A. A. Shashkin; V. T. Dolgopolov,"Comment on ""Low-Density Spin Susceptibility and Effective Mass of Mobile  Electrons in Si Inversion Layers""",2001,False,False
1332,O. Cepas; K. Kakurai; L. P. Regnault; T. Ziman; J. P. Boucher; N. Aso; M. Nishi; H. Kageyama; Y. Ueda,Dzyaloshinski-Moriya Interaction in the 2D Spin Gap System SrCu2(BO3)2,2001,False,False
1333,Subrata Bal; Hiroyuki Takata,Interaction between two Fuzzy Spheres,2001,False,False
1334,Paul H. Frampton,Finite-N Conformality and Gauge Coupling Unification,2001,False,False
1335,D. G. C. McKeon; T. N. Sherry,Spinors and Supersymmetry,2001,False,False
1336,Kazuhiro Hikami,Hyperbolicity of Partition Function and Quantum Gravity,2001,False,False
1337,Arvind Rajaraman; Moshe Rozali,Boundary States for D-branes in $AdS_3$,2001,False,False
1338,Boyu Hou; Yongqiang Wang; Zhanying Yang; Ruihong Yue,The Geometric Construction of WZW Effective Action in Non-commutative  Manifold,2001,False,False
1339,Norihiro Iizuka; Daniel Kabat; Gilad Lifschytz; David A. Lowe,Probing black holes in non-perturbative gauge theory,2001,False,True
1340,Klaus Kirsten,Heat kernel asymptotics: more special case calculations,2001,False,False
1341,P. Merlatti,The enhancon mechanism for fractional branes,2001,False,False
1342,Chong-Sun Chu; Valentin V. Khoze; Gabriele Travaglini,Notes on Noncommutative Instantons,2001,False,False
1343,Fridrik Freyr Gautason; Brecht Truijen; Thomas Van Riet,The many faces of brane-flux annihilation,2015,False,False
1344,Hasmik Poghosyan; Gor Sarkissian,On classical and semiclassical properties of the Liouville theory with  defects,2015,False,True
1345,Simon Moolman,Non-commutative Gravity and the Einstein-Van der Waals Equation of State,2015,False,False
1346,Pramod Shukla,On modular completion of generalized flux orbits,2015,False,False
1347,Carlos A. Escobar; Marcos A. G. Garcia,The full CPT-even photon sector of the Standard Model Extension at  finite temperature,2015,False,False
1348,M. Yu. Malyshev; S. A. Paston; E. V. Prokhvatilov; R. A. Zubov; V. A. Franke,Pauli-Villars Regularization and Light Front Hamiltonian in  (2+1)-dimensional Yang-Mills Theory,2015,False,False
1349,Prarit Agarwal; Kenneth Intriligator; Jaewon Song,Infinitely many N=1 dualities from $m+1-m=1$,2015,False,False
1350,Anton F. Faedo; David Mateos; Javier Tarrio,Three-dimensional super Yang-Mills with unquenched flavor,2015,False,False
1351,H. Hassanabadi; M. Hosseinpour,DKP Equation in a Rotating Frame with Magnetic Cosmic String Background,2015,False,False
1352,Hirotaka Hayashi; Gianluca Zoccarato,Topological vertex for Higgsed 5d $T_N$ theories,2015,False,False
1353,V. Yu. Irkhin; A. V. Zarubin,Metal-insulator transition in the Hubbard model: a simple description  including the Kondo effect,2001,False,False
1354,Urs Ledermann,Dimensional crossover in half-filled and lightly doped N-leg Hubbard  ladders,2001,False,False
1355,Yukitoshi Motome; Nobuo Furukawa,Critical Phenomena of Ferromagnetic Transition in Double-Exchange  Systems,2001,False,False
1356,D. Carpentier; C. Peca; L. Balents,Momentum-resolved tunneling between Luttinger liquids,2001,False,False
1357,Mun Dae Kim; Chul Koo Kim; Kyun Nahm; Chang-Mo Ryu,Ferromagnetic Fixed Point of the Kondo Model in a Luttinger Liquid,2001,False,False
1358,Jun-ichiro Kishine; Patrick A. Lee; Xiao-Gang Wen,Staggered local density-of-states around the vortex in underdoped  cuprates,2001,False,False
1359,Gennady Y. Chitov; Andrew J. Millis,The First Temperature Corrections to the Fermi Liquid Fixed Point in Two  Dimensions,2001,False,True
1360,M. B. Stone; Y. Chen; J. Rittner; H. Yardimci; D. H. Reich; C. Broholm; D. V. Ferraris; T. Lectka,Frustrated 3-Dimensional Quantum Spin Liquid in CuHpCl,2001,False,False
1361,Nobuo Furukawa,Antiferromagnetism of the Hubbard Model on a Layered Honeycomb Lattice -  Is MgB$_2$ a Nearly-Antiferromagnetic Metal? -,2001,False,False
1362,P. Simon; I. Affleck,Persistent currents through a quantum dot,2001,False,False
1363,E. G. Galkina; V. I. Butrim; Yu. A. Fridman; B. A. Ivanov; F. Nori,Inertial longitudinal magnetization reversal for non-Heisenberg  ferromagnets,2013,False,False
1364,M. I. Ryzhkin; I. A. Ryzhkin; S. T. Bramwell,Dynamic susceptibility and dynamic correlations in spin ice,2013,False,False
1365,Gyungchoon Go; Kyeong Tae Kang; Jung Hoon Han,Soliton Defects in One-dimensional Topological Three-band Hamiltonian,2013,False,False
1366,Naoto Tsuji; Philipp Werner,Nonequilibrium dynamical mean-field theory based on weak-coupling  perturbation expansions: Application to dynamical symmetry breaking in the  Hubbard model,2013,False,False
1367,A. J. Princep; D. Prabhakaran; A. T. Boothroyd; D. T. Adroja,Crystal field states in a Quantum Spin Ice]{Crystal field states of  Pr$^{3+}$ in the candidate quantum spin ice Pr$_{2}$Sn$_{2}$O$_{7}$,2013,False,False
1368,Kazuma Nakamura; Shiro Sakai; Ryotaro Arita; Kazuhiko Kuroki,Ab initio GW calculation for organic compounds (TMTSF)2PF6,2013,False,False
1369,D. T. Adroja; A. D. Hillier; Y. Muro; J. Kajino; T. Takabatake; P. Peratheepan; A. M. Strydom; P. P. Deen; F. Demmel; J. R. Stewart; J. W. Taylor; R. I. Smith; S. Ramos; M. A. Adams,Competing 4f-electron dynamics in Ce(Ru1-xFex)2Al10 (x=0 to 1): magnetic  ordering emerging from the Kondo semiconducting state,2013,False,False
1370,Giuseppe Della Valle; Stefano Longhi,Field-induced ferromagnetism in one-dimensional tight-binding lattices,2013,False,False
1371,S. Longhi; G. Della Valle,Low-energy doublons in the ac-driven two-species Hubbard model,2013,False,False
1372,Andreas Rüegg; Chandrima Mitra; Alexander A. Demkov; Gregory A. Fiete,Lattice distortion effects on topological phases in  (LaNiO$_3$)$_2$/(LaAlO$_3$)$_N$ heterostructures grown along the [111]  direction,2013,False,False
1373,I. L. Buchbinder; E. A. Ivanov; B. S. Merzlikin; K. V. Stepanyantz,"One-loop divergences in the 6D, N=(1,0) abelian gauge theory",2016,False,False
1374,David Andriot; Johan Blåbäck; Thomas Van Riet,Minkowski flux vacua of type II supergravities,2016,False,False
1375,Michele Del Zotto; Guglielmo Lockhart,On Exceptional Instanton Strings,2016,False,False
1376,Victor L. Chernyak,Mass spectra in ${\cal N}=1$ SQCD with additional colorless fields.  Strong coupling regimes. II,2016,False,False
1377,Jean-Pierre Derendinger,Currents in supersymmetric field theories,2016,False,False
1378,Bum-Hoon Lee; Daeho Ro; Hyun Seok Yang,Matrix models from localization of five-dimensional supersymmetric  noncommutative U(1) gauge theory,2016,False,False
1379,Charlotte Sleight; Massimo Taronna,"Higher-Spin Algebras, Holography and Flat Space",2016,False,True
1380,Ashoke Sen,Wilsonian Effective Action of Superstring Theory,2016,False,False
1381,Bin Chen; Jie-qiang Wu; Jia-ju Zhang,Holographic Description of 2D Conformal Block in Semi-classical Limit,2016,False,False
1382,Massimo Porrati; Cedric C. Y. Yu,"Notes on Relevant, Irrelevant, Marginal and Extremal Double Trace  Perturbations",2016,False,True
1383,Shin'ichi Nojiri; Sergei D. Odintsov; Sachiko Ogushi,A Dynamical Brane in the Gravitational Dual of ${\cal N}=2$ $Sp(N)$  Superconformal Field Theory,2000,False,False
1384,J. L. Miramontes,Integrable Quantum Field Theories with Unstable Particles,2000,False,True
1385,Emil T. Akhmedov; Philip DeBoer; Gordon W. Semenoff,Running couplings and triviality of field theories on non-commutative  spaces,2000,False,False
1386,Takuya Masuda,Normalized Weyl-type $\star$-product on Kähler manifolds,2000,False,False
1387,M. P. Fry,Mass zeros in the one-loop effective actions of QED in 1+1 and 3+1  dimensions,2000,False,False
1388,Shijong Ryang,Gauge Symmetry Breaking and Generalized Monopole in Non-BPS D-Brane  Action,2000,False,False
1389,Nick Dorey; Timothy J. Hollowood; Valentin V. Khoze,A Brief History of the Stringy Instanton,2000,False,False
1390,B. Eden; C. Schubert; E. Sokatchev,Four - Point Functions of Chiral Primary Operators in N=4 SYM,2000,False,False
1391,Furuuchi Kazuyuki,Topological Charge of U(1) Instantons,2000,False,False
1392,Steven S. Gubser,Supersymmetry and F-theory realization of the deformed conifold with  three-form flux,2000,False,False
1393,Marco Chiodaroli; Michael Gutperle; Darya Krym,Half-BPS Solutions locally asymptotic to AdS_3 x S^3 and interface  conformal field theories,2009,False,False
1394,Julian Freed-Brown; Vedika Khemani; Vatche Sahakian,D3 branes in a Melvin universe: a new realm for gravitational holography,2009,False,False
1395,Joaquim Gomis; Kiyoshi Kamimura; Jerzy Lukierski,Deformed Maxwell Algebras and their Realizations,2009,False,False
1396,Spyros D. Avramis; Jean-Pierre Derendinger; Nikolaos Prezas,Conformal chiral boson models on twisted doubled tori and non-geometric  string vacua,2009,False,False
1397,Bin Chen; Shi Pi; Jin-Zhang Tang,Power spectra of scalar and tensor modes in modified Horava-Lifshitz  gravity,2009,False,False
1398,A. Herrera-Aguilar; D. Malagón-Morejón; R. R. Mora-Luna; U. Nucamendi,"Aspects of thick brane worlds: 4D gravity localization, smoothness, and  mass gap",2009,False,False
1399,Bekir Can Lutfuoglu; Hidenori Sonoda,Perturbative construction of the two-dimensional O(N) non-linear sigma  model with ERG,2009,False,False
1400,Benoit Vicedo,Hamiltonian dynamics and the hidden symmetries of the AdS_5 x S^5  superstring,2009,False,False
1401,Masato Taki,M2-branes Theories without 3+1 Dimensional Parents via Un-Higgsing,2009,False,False
1402,Shannon McCurdy; Bruno Zumino,Covariant Star Product for Exterior Differential Forms on Symplectic  Manifolds,2009,False,False
1403,Paata Kakashvili; George I. Japaridze,Effective Hamiltonian for a Half-filled Hubbard Chain with Alternating  On-site Interactions,2004,False,False
1404,J. Rissler; E. Jeckelmann; F. Gebhard,Optical excitations of Peierls-Mott insulators with bond disorder,2004,False,False
1405,S. Dusuel; Goetz S. Uhrig,The Quartic Oscillator: a Non-Perturbative Study by Continuous Unitary  Transformations,2004,False,False
1406,Andreas Luscher; Reinhard M. Noack; Gregoire Misguich; Valeri N. Kotov; Frederic Mila,Soliton binding and low-lying singlets in frustrated odd-legged S=1/2  spin tubes,2004,False,False
1407,G. Górski; J. Mizia; K. Kucab,Magnetic Ordering of Itinerant Systems in Modified CPA Approximation,2004,False,False
1408,P. Paci; M. Capone; E. Cappelluti; S. Ciuchi; C. Grimaldi; L. Pietronero,Polaronic and nonadiabatic phase diagram from anomalous isotope effects,2004,False,False
1409,A. Ino; T. Okane; S. -I. Fujimori; A. Fujimori; T. Mizokawa; Y. Yasui; T. Nishikawa; M. Sato,Evolution of the electronic structure from electron-doped to hole-doped  states in the two-dimensional Mott-Hubbard system La1.17-xPbxVS3.17,2004,False,False
1410,V. Pardo; P. Blaha; M. Iglesias; K. Schwarz; D. Baldomir; J. E. Arias,Magnetic structure and orbital ordering in BaCoO3 from first-principles  calculations,2004,False,False
1411,D. K. Sunko,Fermion kinetics in the Falicov-Kimball limit of the three-band Emery  model,2004,False,False
1412,S. H. Curnoe; H. Harima; K. Takegahara; K. Ueda,Theory of Metal-Insulator Transition in PrRu4P12 and PrFe4P12,2004,False,False
1413,Zhijin Li,Large $N$ analytical functional bootstrap I: 1D CFTs and total  positivity,2023,False,False
1414,Pietro Benetti Genolini; Alejandro Cabo-Bizet; Sameer Murthy,Supersymmetric phases of AdS$_4$/CFT$_3$,2023,False,False
1415,Nelson R. F. Braga; Luiz F. Ferreira; Octavio C. Junqueira,Configuration entropy of a rotating quark-gluon plasma from holography,2023,False,True
1416,Minhajul Islam,Carrollian Yang-Mills Theory,2023,False,False
1417,Joydeep Chakravarty; Diksha Jain; Akhil Sivakumar,Holography of information in massive gravity using Dirac brackets,2023,False,True
1418,Eduardo García-Valdecasas,Non-Invertible Symmetries in Supergravity,2023,False,False
1419,Harold Erbin,String Field Theory -- A Modern Introduction,2023,False,True
1420,Jan Troost,Topological Two-Dimensional Gravity on Surfaces with Boundary,2023,False,False
1421,M. P. Garcia del Moral; P. Leon; A. Restuccia,Supersymmetric algebra of the massive supermembrane,2023,False,False
1422,Nikita Nekrasov,Analytic continuation and supersymmetry,2023,False,True
1423,Katrin Becker; Nathan Brady; Anindya Sengupta,On Fluxes in the $1^9$ Landau-Ginzburg Model,2023,False,False
1424,Vasileios A. Letsios,New conformal-like symmetry of strictly massless fermions in  four-dimensional de Sitter space,2023,False,False
1425,Yusuke Kimura,Black hole graviton and quantum gravity,2023,False,True
1426,Mang Hei Gordon Lee,From Amplitudes to Analytic Wavefunctions,2023,False,False
1427,Eivind Jørstad; Sabrina Pasterski; Atul Sharma,Equating Extrapolate Dictionaries for Massless Scattering,2023,False,False
1428,Bruno Bucciotti; Franco Strocchi,A note on Gauss operators and quantizations of Yang-Mills theories,2023,False,False
1429,Osvaldo Chandia; João Gomide,B-RNS-GSS Type II superstring in Ramond-Ramond backgrounds,2023,False,False
